name;description;year;manufacturer;width;height;rotate
batrider;Armed Police Batrider (Europe) (Fri Feb 13 1998);1998;Raizing / Eighting;320;240;270
batsugun;Batsugun;1993;Toaplan;320;240;270
battlane;Battle Lane! Vol. 5 (set 1);1986;Technos Japan (Taito license);240;256;90
battlcry;Battlecry (Version E);1991;Home Data;256;224;0
battlera;Battle Rangers (World);1988;Data East Corporation;1088;242;0
battlex;Battle Cross;1982;Omori Electric Co., Ltd.;256;224;180
battlnts;Battlantis (program code G);1987;Konami;256;224;90
battroad;The Battle-Road;1984;Irem;256;256;90
bayroute;Bay Route (set 3, World) (FD1094 317-0116);1989;Sunsoft / Sega;320;224;0
baywatch;Baywatch;1995;Sega;192;64;0
bazooka;Bazooka [TTL];1976;Project Support Engineering;455;262;0
bbakraid;Battle Bakraid - Unlimited Version (USA) (Tue Jun 8 1999);1999;Eighting;320;240;270
bballoon;BnB Arcade;2003;Eolith;320;256;0
bballrmt;Baseball (Ramtek) [TTL];1974;Ramtek;455;262;0
bballs;Bouncing Balls;1991;Comad;256;224;0
bbbxing;Best Bout Boxing (ver 1.3);1994;Jaleco;320;224;0
bbcb;BBC Micro Model B;1981;Acorn Computers;640;256;0
bbcbc;BBC Bridge Companion;1985;Unicard;280;216;0
bbcbp;BBC Micro Model B+ 64K;1985;Acorn Computers;640;256;0
bbchall;Baby Boom Challenge;1986;Status Games;320;240;0
bbcm;BBC Master 128;1986;Acorn Computers;640;256;0
bbcmc;BBC Master Compact;1986;Acorn Computers;640;256;0
bbl380;BBL380 - 180 in 1;200?;BaoBaoLong;132;162;0
bbmanw;Bomber Man World / New Dyna Blaster - Global Quest;1992;Irem;320;240;0
bbonk;Bigfoot Bonkers;1976;Meadows Games, Inc.;256;230;0
bbprot;unknown fighting game 'BB' (prototype);199?;<unknown>;296;224;0
bbtime;Burger Time (Bandai);1983;Bandai;379;1080;0
bbusters;Beast Busters (World);1989;SNK;256;224;0
bcclimbr;Crazy Climber (Bandai);1982;Bandai;310;1080;0
bchance;Bonne Chance! (French/English);198?;<unknown>;256;232;0
bchancep;Bonne Chance! (Golden Poker prequel HW, set 1);198?;<unknown>;256;232;0
bchanceq;Bonne Chance! (Golden Poker prequel HW, set 2);198?;<unknown>;256;232;0
bchopper;Battle Chopper (World);1987;Irem;384;256;0
bcruzm12;Battle Cruiser M-12;1983;Sigma Enterprises Inc.;256;224;90
bcs3;BCS 3 rev 2.4;1984;Eckhard Schiller;224;120;0
bcstry;B.C. Story (set 1);1997;SemiCom / Tirano;320;240;0
bdesignm;Design Master Denshi Mangajuku;1995;Bandai;160;150;0
bdoramon;Dokodemo Dorayaki Doraemon;1983;Bandai;1920;668;0
bdream97;Hudie Meng 97;1995;bootleg (KKK);512;256;0
beachpt;Beach Patrol (Russia) (Atronic);2002;Atronic;512;224;0
beambox;Playskool Heroes Transformers Rescue Bots Beam Box (Spain);200?;Hasbro;640;480;0
beaminv;Beam Invader;1979;Teknon Kogyo;248;216;270
bearnec;Bear Necessities (Russia) (Atronic);2002;Atronic;512;224;0
beathead;BeatHead (prototype);1993;Atari Games;336;240;0
beautyb;Beauty Block;1991;AMT;320;224;0
bebox;BeBox Dual603-66;1995;Be Inc;640;480;0
beebop;Bee Bop (set 1);2002?;Novotech;640;480;0
beehive;DM3270;1982;BeeHive;640;250;0
beeline;Beeline (39-360-075);1991;BFM;512;256;0
beena;Advanced Pico BEENA;2009;Sega;640;480;0
beetlem;Beetlemania (set 1);2002?;Novotech;640;480;0
beetleup;Beetles Unplugged (Russia) (Atronic);2002;Atronic;512;224;0
beezer;Beezer (set 1);1982;Tong Electronic;288;240;90
begas;Bega's Battle (Revision 3);1983;Data East;704;480;0
bejpoker;Bonanza Enterprises' Joker Poker;1992;Bonanza Enterprises, Ltd;296;296;0
bel;Behind Enemy Lines;1997;Sega / EPL Productions;496;384;0
belslots;Bel Slots Export (5.01);1999;Impera;320;256;0
benberob;Ben Bero Beh (Japan);1984;Taito;256;240;0
berabohm;Beraboh Man (Japan, Rev C);1988;Namco;288;224;180
berenstn;The Berenstain Bears in Big Paw's Cave;1984;Enter-Tech, Ltd.;240;224;90
berl16;Mephisto Berlin 68000;1992;Hegener + Glaser;96;16;0
berlinp;Mephisto Berlin Professional 68020;1994;Hegener + Glaser;96;16;0
berlwall;The Berlin Wall;1991;Kaneko;256;224;0
bermudat;Bermuda Triangle (World?);1987;SNK;400;224;270
bert;BERT;1987;VGS Verlagsgesellschaft;640;240;0
berzerk;Berzerk (revision RC31A);1980;Stern Electronics;256;224;0
besta88;Besta-88;1988;Sapsan;640;240;0
bestbest;Best Of Best;1994;SunA;256;224;0
bestri;Bestri (Korea, set 1);1998;F2 System;320;240;0
bfriskyt;Frisky Tom (Bandai);1982;Bandai;1920;675;0
bgaregga;Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996);1996;Raizing / Eighting;320;240;270
big10;Big 10;1985;Success;543;465;0
bigappg;The Big Apple (2131-13, U5-0);1986;Big Apple Games / Merit;512;256;0
bigblue;Big Blue (Russia) (Atronic);2002;Atronic;512;224;0
bigboard;Big Board;1980;Digital Research Computers;560;240;0
bigbord2;Big Board II;1982;Digital Research Computers;560;240;0
bigbucks;Big Bucks;1986;Dynasoft Inc.;288;224;90
bigcsino;Big Casino;1984;Status Games;320;240;0
bigdeal0;Big Deal Belgien (5.04);2001;Impera;320;256;0
bigevglf;Big Event Golf (US);1986;Taito America Corporation;256;224;270
bigfight;Big Fight - Big Trouble In The Atlantic Ocean;1992;Tatsumi;320;240;0
bighurt;Frank Thomas' Big Hurt (rev.3);1995;Gottlieb;128;32;0
bigjoke;The Big Joke (Version 0.00);1987;Grayhound Electronics;416;224;0
bigkarnk;Big Karnak;1991;Gaelco;320;240;0
bigprowr;The Big Pro Wrestling!;1983;Technos Japan;256;240;270
bigrun;Big Run (11th Rallye version);1989;Jaleco;256;224;0
bigstrik;Big Striker;1992;Jaleco;256;224;0
bigtwin;Big Twin;1995;Playmark;320;240;0
bijokkog;Bijokko Gakuen (Japan 880116);1988;Nichibutsu;512;224;0
bijokkog;Bijokko Gakuen (Japan 880116);1988;Nichibutsu;512;224;0
bijokkog;Bijokko Gakuen (Japan 880116);1988;Nichibutsu;512;224;0
bijokkoy;Bijokko Yume Monogatari (Japan 870925);1987;Nichibutsu;512;224;0
bijokkoy;Bijokko Yume Monogatari (Japan 870925);1987;Nichibutsu;512;224;0
bijokkoy;Bijokko Yume Monogatari (Japan 870925);1987;Nichibutsu;512;224;0
bikkuri;Bikkuri Pro Wrestling (Japan 881221, Ver 1.05);1988;Nichibutsu;512;224;0
bikkuric;Bikkuri Card (Japan);1987;Peni;256;224;90
bilyard;Billiard;1988;Terminal;256;256;0
bingo;Bingo;1983;Game-A-Tron;384;256;0
bingoc;Bingo Circus (Rev. A 891001);1989;Sega;512;256;0
bingoman;Bingo Mania (P03-P07-P14);1993;HP Automaten;256;256;0
bingor1;Bingo Roll / Bell Star? (set 1);2002;<unknown>;400;300;0
bingor2;Bingo Roll / Bell Star? (set 2);2002;<unknown>;400;300;0
bingor3;Bingo Roll / Bell Star? (set 3);2002;<unknown>;400;300;0
bingor4;Bingo Roll / Bell Star? (set 4);2002;<unknown>;400;300;0
bingor5;Bingo Roll / Bell Star V3? (set 5);2002;<unknown>;400;300;0
bingowng;Bingo (set 1);1993;Wing Co., Ltd.;512;224;0
bingpty;Bingo Party Multicart (Rev B) (M1 Satellite board);1994;Sega;496;384;0
bioatack;Bio Attack;1983;Taito Corporation (Fox Video Games license);256;224;270
biofreak;BioFreaks (prototype);1997;Midway Games;640;480;0
biomtoy;Biomechanical Toy (Ver. 1.0.1885);1995;Gaelco;320;240;0
bionicc;Bionic Commando (Euro);1987;Capcom;256;224;0
bioship;Bio-ship Paladin;1990;UPL (American Sammy license);256;224;0
biplane4;Biplane 4 [TTL];1976;Fun Games;455;262;0
birdiy;Birdiy;1983;Mama Top;288;224;270
birdtry;Birdie Try (Japan revision 2, revision 1 MCU);1988;Data East Corporation;256;240;270
bishi;Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players);1996;Konami;288;224;0
bishjan;Bishou Jan (Japan, Ver. 203);1999;Subsino;512;240;0
bit90;Bit90;1983;Bit Corporation;280;216;0
bitgrpha;BitGraph rev A;1981;BBN;1024;768;90
bitgrphb;BitGraph rev B;1982;BBN;1024;768;270
bittboy;BittBoy Mini FC 300 in 1;2017;BittBoy;256;240;0
bjpoker;Poker / Black Jack (Model 7521);198?;M.Kramer Manufacturing.;464;248;0
bjtwin;Bombjack Twin (set 1);1993;NMK;384;224;270
bk0010;BK 0010;1985;Elektronika;512;256;0
bking;Birdie King;1982;Taito Corporation;256;224;270
bking2;Birdie King 2;1983;Taito Corporation;256;224;90
bking3;Birdie King 3;1984;Taito Corporation;256;224;90
bkrankp;Karaoke Ranking Party (Japan);200?;Bandai;640;480;0
bkrtmaq;Bakuretsu Quiz Ma-Q Dai Bouken (Japan);1992;Namco;304;224;0
black;Czernyj Korabl (Arcade bootleg of ZX Spectrum 'Blackbeard');19??;bootleg;352;296;0
blackt96;Black Touch '96;1996;D.G.R.M.;256;224;0
bladestl;Blades of Steel (version T, Joystick);1987;Konami;256;224;90
blandia;Blandia;1992;Allumer;384;240;0
blasted;Blasted;1988;Bally Midway;512;480;0
blaster;Blaster;1983;Williams / Vid Kidz;292;240;0
blasto;Blasto;1978;Gremlin;256;224;0
blastoff;Blast Off (Japan);1989;Namco;288;224;90
blazeon;Blaze On (World);1992;A.I (Atlus license);320;232;0
blazer;Blazer (Japan);1987;Namco;288;224;90
blazlaz;Blazing Lazers (United Amusements PC Engine);1989;Hudson Soft;1088;242;0
blitz;NFL Blitz (boot ROM 1.2);1997;Midway Games;640;480;0
blitz2k;NFL Blitz 2000 Gold Edition (ver 1.2, Sep 22 1999);1999;Midway Games;640;480;0
blitz99;NFL Blitz '99 (ver 1.30, Sep 22 1998);1998;Midway Games;640;480;0
blkheart;Black Heart;1991;UPL;256;224;0
blkhole;Black Hole;1981;TDS & MINTS;768;224;90
blkpnthr;Black Panther;1987;Konami;256;224;0
blkrhino;Black Rhino (3VXFC5344, New Zealand);1996;Aristocrat;304;216;0
blktiger;Black Tiger;1987;Capcom;256;224;0
blktouch;Black Touch (Korea);199?;Yang Gi Co Ltd.;512;240;0
blmbycar;Blomby Car (Version 1P0);1994;ABM & Gecas;384;256;0
block;Block Block (World 911219 Joystick);1991;Capcom;384;240;270
blockade;Blockade;1976;Gremlin;256;224;0
blockcar;Block Carnival / Thunder & Lightning 2;1992;Visco;384;240;90
blocken;Blocken (Japan);1994;Visco / KID;384;224;0
blockgal;Block Gal (MC-8123B, 317-0029);1987;Sega / Vic Tokai;512;224;90
blockhl;Block Hole;1989;Konami;288;224;0
blockout;Block Out (set 1);1989;Technos Japan / California Dreams;320;240;0
blocktax;Blockout (TAX);2002;TAX / Game Revival;256;256;0
bloodbro;Blood Bros. (World?);1990;TAD Corporation;256;224;0
bloodstm;Blood Storm (v2.22);1994;Strata/Incredible Technologies;384;240;0
bloodwar;Blood Warrior;1994;Kaneko;320;240;0
bloxeed;Bloxeed (Japan) (FD1094 317-0139);1989;Sega;320;224;0
blstroid;Blasteroids (rev 4);1987;Atari Games;640;240;0
blswhstl;Bells & Whistles (World, version L);1991;Konami;320;224;90
bluehawk;Blue Hawk;1993;Dooyong;384;240;270
blueprnt;Blue Print (Midway);1982;Zilec Electronics / Bally Midway;256;224;270
blueshrk;Blue Shark;1978;Midway;260;224;0
blw700i;LW-700i;1995;Brother;481;129;0
blzntrnd;Blazing Tornado;1994;Human Amusement;304;224;0
bm1stmix;beatmania (ver JA-B);1997;Konami;488;384;0
bm2ndmix;beatmania 2nd MIX (ver JA-B);1998;Konami;488;384;0
bm36th;Beatmania III Append 6th Mix;2001;Konami;640;480;0
bm37th;Beatmania III Append 7th Mix;2002;Konami;640;480;0
bm3core;Beatmania III Append Core Remix;2000;Konami;640;480;0
bm3final;Beatmania III The Final;2003;Konami;640;480;0
bm3rdmix;beatmania 3rd MIX (ver JA-A);1998;Konami;488;384;0
bm4thmix;beatmania 4th MIX (ver JA-A);1999;Konami;488;384;0
bm5thmix;beatmania 5th MIX (ver JA-A);1999;Konami;488;384;0
bm6thmix;beatmania 6th MIX (ver JA-A);2001;Konami;488;384;0
bm7thmix;beatmania 7th MIX (ver JA-B);2001;Konami;488;384;0
bmaster;Blade Master (World);1991;Irem;320;240;0
bmboxing;Knock-Em Out Boxing;1979;Bambino;1920;529;0
bmcbowl;Konkyuu no Hoshi;1994;BMC;280;232;0
bmclubmx;beatmania Club MIX (ver JA-A);2000;Konami;488;384;0
bmcompm2;beatmania complete MIX 2 (ver JA-A);2000;Konami;488;384;0
bmcompmx;beatmania complete MIX (ver JA-B);1999;Konami;488;384;0
bmcorerm;beatmania CORE REMIX (ver JA-A);2000;Konami;488;384;0
bmcpokr;Dongfang Shenlong;1999;BMC;480;240;0
bmdct;beatmania featuring Dreams Come True (ver JA-A);2000;Konami;488;384;0
bmfinal;beatmania THE FINAL (ver JA-A);2002;Konami;488;384;0
bmjr;Basic Master Jr;1982;Hitachi;256;192;0
bml3;MB-6890 Basic Master Level 3;1980;Hitachi;320;200;0
bmsafari;Safari (Bambino);1981;Bambino;248;1080;0
bmsoccer;Kick The Goal Soccer;1979;Bambino;271;1080;0
bnglngby;Vs. Raid on Bungeling Bay (RD4-2 B);1985;Nintendo / Broderbund Software Inc.;256;240;0
bngotime;Bingo Time;1986;CLS;256;208;90
bnstars1;Vs. Janshi Brandnew Stars;1997;Jaleco;320;224;0
bnstars1;Vs. Janshi Brandnew Stars;1997;Jaleco;320;224;0
bntyhunt;Bounty Hunter (GCTech Co., LTD);200?;GCTech Co., LTD;512;256;0
bnzabros;Bonanza Bros (US, Floppy DS3-5000-07d? Based);1990;Sega;496;384;0
bodyslam;Body Slam (8751 317-0015);1986;Sega;320;224;0
bogeyman;Bogey Manor;1985;Technos Japan;256;240;0
boggy84;Boggy '84;1983;Kaneko;256;224;90
bombaway;Bombs Away [TTL];1976;Meadows;455;262;0
bombbee;Bomb Bee;1979;Namco;272;224;90
bombjack;Bomb Jack (set 1);1984;Tehkan;256;224;90
bombkick;Bomb Kick (set 1);1998;Yun Sung;380;224;0
bombsa;Bombs Away (prototype);1988;Jaleco;256;224;270
bonanza;Touchstar Bonanza (Revision 3);1994;New Image Technologies;640;480;0
bongo;Bongo;1983;Jetsoft;256;224;90
bonkadv;B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin;1994;Kaneko;320;240;0
bonusch;Bonus Chance (W-8);1990;Wing Co., Ltd.;512;224;0
bonuscrd;Bonus Card (German);1986;Fun World;384;232;0
bonuspkr;Bonus Poker;1984;Galanthis Inc.;256;232;0
bonzeadv;Bonze Adventure (World, Newer);1988;Taito Corporation Japan;320;224;0
boogwing;Boogie Wings (Euro v1.5, 92.12.07);1992;Data East Corporation;320;240;0
bookra;Book Of Ra (set 1);2002?;Novotech;640;480;0
bookthr;Book Theatre (Ver 1.2);200?;Nazionale Elettronica;512;256;0
boomrang;Boomer Rang'r / Genesis (set 1);1983;Data East Corporation;256;240;270
boonggab;Boong-Ga Boong-Ga (Spank'em!);2001;Taff System;320;236;270
boothill;Boot Hill;1977;Dave Nutting Associates / Midway;260;224;0
borench;Borench (set 1);1990;Sega;256;224;0
borntofi;Born To Fight;19??;International Games;352;256;0
bosco;Bosconian (new version);1981;Namco;288;224;0
botanic;Botanic (English / Spanish, set 1);1983;Itisa;256;224;90
botss;Battle of the Solar System (rev. 1.1a 7/23/92);1992;Microprose Games Inc.;576;400;0
bottle10;Bottle 10 (Italian, set 1);1996;C.M.C.;384;232;0
bottom9;Bottom of the Ninth (version T);1989;Konami;288;224;0
bouldash;Boulder Dash / Boulder Dash Part 2 (World);1990;Data East Corporation (licensed from First Star);256;240;0
bounty;The Bounty (set 1);1982;Orca;256;224;180
bowl3d;3-D Bowling;1978;Meadows Games, Inc.;256;224;90
bowler;Bowling Alley;1978;Midway;260;224;90
bowlrama;Bowl-O-Rama Rev 1.0;1991;P&P Marketing;360;240;270
bowlroad;Bowling Road (Ver 1.5);2001;Nazionale Elettronica;512;256;0
bowltry;Bowling Try;200?;Atlus;512;256;0
boxer;Boxer (prototype);1978;Atari;240;240;0
boxingb;Boxing Bugs;1981;Cinematronics;;;180
boxyboy;Boxy Boy (World, SB2);1990;Namco;288;224;0
bpengo;Pengo (Bandai);1983;Bandai;1920;759;0
br_l4;Black Rose (L-4);1993;Bally;128;32;0
bradley;Bradley Trainer;1980;Atari;;;0
brain;Brain;1986;Coreland / Sega;512;224;0
brapboys;B.Rap Boys (World);1992;Kaneko;256;224;0
brasil;Bra$il (Version 3);2000;High Video;400;300;0
brasil86;Brasil 86;1986;<unknown>;256;232;0
brasil87;Brasil 87;1987;<unknown>;256;232;0
brasil89;Brasil 89 (set 1);1989;<unknown>;256;232;0
brasil93;Brasil 93;1993;<unknown>;256;232;0
brdrline;Borderline;1981;Sega;256;224;270
breakout;Breakout [TTL];1976;Atari;896;252;90
brickzn;Brick Zone (v6.0, Joystick);1992;SunA;256;224;90
brival;Burning Rival (World);1992;Sega;416;224;0
brixian;Brixian;1993;Cheil Computer System;256;224;0
brkthru;Break Thru (US);1986;Data East USA;240;240;0
brod;Brodjaga (Arcade bootleg of ZX Spectrum 'Inspector Gadget and the Circus of Fear');19??;bootleg;352;296;0
brooks;Brooks & Dunn (rev.T1);1996;Gottlieb;128;32;0
brubber;Burnin' Rubber;1982;Data East;256;240;270
bruc100;Bruc 100-1 (MSX1);1984;Frael;280;216;0
brutforc;Brute Force;1991;Leland Corporation;320;240;0
bs9009cx;BrainStation 9009 CXL (Germany);1999;VTech;512;256;0
bs94;Buena Suerte '94;1994;Entretenimientos GEMINIS;280;216;0
bshark;Battle Shark (World);1989;Taito Corporation Japan;320;240;0
bsktball;Basketball;1979;Atari;256;224;0
bsplash;Banana Splash (set 1);2002?;Novotech;640;480;0
bssoccer;Back Street Soccer (KRB-0031 PCB);1996;SunA (Unico license);256;224;0
bsuerte;Buena Suerte (Spanish, set 1);1990;<unknown>;256;232;0
btime;Burger Time (Data East set 1);1982;Data East Corporation;240;240;270
btippers;Big Tippers (Russian);2001;WMS;256;224;0
btlecity;Vs. Battle City;1985;Namco;256;240;0
btlkroad;Battle K-Road;1994;Psikyo;320;224;0
btltryst;Battle Tryst (ver JAC);1998;Konami;640;240;0
btmn_103;Batman (1.03);1991;Data East;128;16;0
btoads;Battletoads;1994;Rare / Electronic Arts;512;224;0
btorneo;Bubble Torneo;200?;<unknown>;512;256;0
bubblem;Bubble Memories: The Story Of Bubble Bobble III (Ver 2.4O 1996/02/15);1995;Taito Corporation Japan;320;224;0
bubbles;Bubbles;1982;Williams;292;240;0
bubbletr;Bubble Trouble - Golly Ghost 2 (World, Rev B);1992;Namco;288;224;180
bubl2000;Bubble 2000;1998;Afega (Tuning license);256;224;0
bublbob2;Bubble Bobble II (Ver 2.6O 1994/12/16);1994;Taito Corporation Japan;320;224;0
bublbobl;Bubble Bobble (Japan, Ver 0.1);1986;Taito Corporation;256;224;0
bubsys;Bubble System BIOS;1985;Konami;256;224;0
buccanrs;Buccaneers (set 1);1989;Duintronic;256;256;0
buckrog;Buck Rogers: Planet of Zoom;1982;Sega;512;224;0
bucky;Bucky O'Hare (ver EAB);1992;Konami;384;224;0
bugfever;Bugs Fever (Version 1.7R CGA);2006;Amcoe;512;288;0
buggyboy;Buggy Boy/Speed Buggy (cockpit, rev. D);1985;Tatsumi;256;240;0
buggyboy;Buggy Boy/Speed Buggy (cockpit, rev. D);1985;Tatsumi;256;240;0
buggyboy;Buggy Boy/Speed Buggy (cockpit, rev. D);1985;Tatsumi;256;240;0
buggychl;Buggy Challenge;1984;Taito Corporation;256;224;270
bujutsu;Fighting Bujutsu;1997;Konami;512;400;0
bullet;Bullet (FD1094 317-0041);1987;Sega;320;224;0
bullfgt;Bullfight (315-5065);1984;Coreland / Sega;512;224;0
bullfgtr;Bull Fighter;1984;Alpha Denshi Co.;256;208;90
bullsdrt;Bulls Eye Darts;1985;Shinkai Inc. (Magic Electronics Inc. license);256;240;270
bultrman;Ultraman Monster Battle;1983;Bandai;1920;673;0
bungeem;Bungee Monkey (set 1);2002?;Novotech;640;480;0
burglarx;Burglar X;1997;Unico;384;224;0
burnforc;Burning Force (Japan, new version (Rev C));1989;Namco;288;224;0
bushido;Bushido (set 1);1993;Inder/Spinball;128;32;0
busicom;Busicom 141-PF;1974;Business Computer Corporation;680;484;0
buster;Buster;1982;Marian Electronics Ltd.;256;224;0
butasan;Butasan - Pig's & Bomber's (Japan, English);1987;NMK (Jaleco license);256;240;0
butrfly;Butterfly Video Game (version U350C);1995;Bordun International;512;256;0
buttobi;Buttobi Striker;1994;Konami;320;224;0
buzzundr;Buzzundrum (Ace);199?;Ace;400;300;0
bw12;Bondwell 12;1984;Bondwell Holding;640;200;0
bw14d;Bondwell Portable Computer Model 14 (German keyboard);1984;Bondwell Holding;640;200;0
bw2;Bondwell Model 2;1985;Bondwell Holding;640;200;0
bwcasino;Boardwalk Casino;1983;Epos Corporation;288;224;90
bwidow;Black Widow;1982;Atari;;;0
bwings;B-Wings (Japan new Ver.);1984;Data East Corporation;256;240;90
bygone;Bygone (prototype);1985;Taito Corporation;240;224;0
bzaxxon;Zaxxon (Bandai);1982;Bandai;613;1080;0
bzone;Battle Zone (rev 2);1980;Atari;;;0
c10;C-10;1982;Cromemco;640;250;0
c128;Commodore 128 (NTSC);1985;Commodore Business Machines;640;200;0
c128;Commodore 128 (NTSC);1985;Commodore Business Machines;640;200;0
c128p;Commodore 128 (PAL);1985;Commodore Business Machines;640;200;0
c128p;Commodore 128 (PAL);1985;Commodore Business Machines;640;200;0
c264;Commodore 264 (Prototype);1984;Commodore Business Machines;336;216;0
c2color;C2 Color (China);201?;Baiyi Animation;320;240;0
c3_ppays;The Phrase That Pays (Bellfruit) (Cobra 3?);199?;BFM;256;256;0
c3_rtime;Radio Times (Bellfruit) (Cobra 3);199?;BFM;256;256;0
c3_telly;Telly Addicts (Bellfruit) (Cobra 3);199?;BFM;256;256;0
c3_totp;Top of the Pops (Bellfruit) (Cobra 3?);199?;BFM;256;256;0
c5000;C5000;1981;Onyx Systems;640;240;0
c64;Commodore 64 (NTSC);1982;Commodore Business Machines;418;235;0
c64dtv;Commodore 64 Direct-to-TV (Version 2 050711) (PAL);2005;The Toy:Lobster Company;640;480;0
c65;Commodore 65 Development System (Prototype, NTSC);1991;Commodore Business Machines;640;200;0
c8002;C8002;1982;Onyx Systems;640;240;0
c8002;C8002;1982;Onyx Systems;640;240;0
c900;Commodore 900;1985;Commodore;640;240;0
cabal;Cabal (World, Joystick);1988;TAD Corporation;256;224;0
cabaret;Cabaret Show;1992;AMT Co. Ltd.;512;256;0
cachat;Cachat (Japan);1993;Taito Corporation;320;224;0
cadash;Cadash (World);1989;Taito Corporation Japan;320;240;0
cafebrk;Mahjong Cafe Break;1999;Nakanihon / Dynax;256;240;0
cafedoll;Mahjong Cafe Doll (Japan);1993;Dynax;256;240;0
cafepara;Mahjong Cafe Paradise;1999;Techno-Top;256;240;0
cafetime;Mahjong Cafe Time;1992;Dynax;256;240;0
cairblad;Change Air Blade (Japan);1999;Sammy;338;240;270
calchase;California Chase;1999;The Game Room;640;480;0
calcune;Calcune (Japan, prototype);1996;Yuvo;320;224;0
calibr50;Caliber 50 (Ver. 1.01);1989;Athena / Seta;384;240;270
calipso;Calipso;1982;Tago Electronics;768;224;90
calorie;Calorie Kun vs Moguranian;1986;Sega;256;224;0
calspeed;California Speed (Version 2.1a Apr 17 1998, GUTS 1.25 Apr 17 1998 / MAIN Apr 17 1998);1998;Atari Games;640;480;0
cameltry;Cameltry (US, YM2610);1989;Taito America Corporation;320;224;0
can09;Candela CAN09 v1;1984;Candela Data AB;512;576;0
can09t;Candela CAN09;1984;Candela Data AB;640;240;0
candy;Candy Candy;1999;Eolith;320;240;0
cane;Cane (prototype);1979?;Model Racing;260;224;0
cannball;Cannon Ball (Yun Sung, horizontal);1995;Yun Sung / Soft Vision;384;240;0
cannonbp;Cannon Ball (Pac-Man Hardware);1985;Novomatic;288;224;90
canonv20;V-20 (MSX1);1983;Canon;280;216;0
canonv25;V-25 (MSX2);1985;Canon;543;465;0
canonv30;V-30 (MSX2);1985;Canon;543;465;0
